"";"ID";"Somme";"Moy";"Nbrcol";"Min";"Max";"SD";"targetMoy";"targetSD"
"4242";"X7cd18fa5c";370938000;13247785,7142857;28;20000;7,6e+07;20926010,2430712;5926412,585;6963577,26085059
"4243";"a67d02050";11476508000;23565724,8459959;487;4000;466600000;50204460,5543548;6495267,43675565;8814999,8588361
"4244";"a7e708ce5";15400000;3080000;5;4e+05;6e+06;2368966,01917377;2706200;1810677,55274096
"4245";"X9a07d7b1f";5391532590,4;7426353,43030303;726;2000;160160000;15187903,483926;5986069,19931129;9170326,90550986
"4246";"a8b6710d0";1188177000,02;4971451,88292887;239;2000;110810000;11327354,2306695;4742287,19723849;6345493,38811448
"4247";"X5995250df";122300000;8735714,28571429;14;1e+05;9400000;2485529,54978555;8897639,45571429;9683045,1451054
"4248";"cf488d633";2483524435,72;7688930,14154799;323;8000;6e+07;12781517,6893406;7554683,94061919;10037030,4538348
"4249";"cf466bdd6";74034000;12339000;6;34000;2e+07;8420161,87492853;1576000;2713636,37947312
"4250";"X1472ad855";947132500;17539490,7407407;54;16000;530400000;74662705,9195208;5121536,41925926;6372165,31830568
"4251";"X79e55ef6c";1512102763,58;9391942,63093168;161;1660;1,02e+08;17038705,2728073;4891550,2357764;7505180,12238623
"4252";"X50108b5b5";413001387,34;3277788,7884127;126;2000;5e+07;7071575,75226584;4271656,11904762;6702880,68508252
"4253";"X55f4891bb";1127402188,98;6061302,09129032;186;2801,02;75400000;9796169,196198;3657071,15451613;4928635,16612237
"4254";"X6eebf3ca4";151571868,66;3988733,38578947;38;6000;26075000;5736489,46311894;6432505,84789474;9097327,63066667
"4255";"X77854931e";286154000;4850067,79661017;59;34000;61768000;10942354,9502561;4257881,89864407;5598974,76616099
"4256";"X49ebf51c6";313644000;12545760;25;10000;7e+07;17559033,537565;5238088,8888;6479732,27059049
"4257";"X007ee91d1";105800000;13225000;8;9400000;4e+07;10818733,7521542;5991583,3325;4929892,1709509
"4258";"X2b89a6658";135324000;13532400;10;190000;3,5e+07;10815414,7113173;2982186,668;5215116,44471021
"4259";"c0b22b847";368855285,8;3447245,66168224;107;7622;18157000;4024451,84181186;5067333,78093458;6171434,43052964
"4260";"f5c5884de";20284000;6761333,33333333;3;484000;14800000;7318721,56413491;13907820,5133333;15762855,405589
"4261";"f39074b55";8478116321,6;11364767,1871314;746;2000;1,5e+08;20540416,3723382;5507263,74595174;8176349,86184184
"4262";"X2e5424c98";295440000;18465000;16;18000;9,6e+07;23507026,4786227;6239259,86875;7743107,86167942
"4263";"X6495d8c77";1014603458;6809419,18120805;149;11000;6e+07;8881387,47476252;4910868,94375839;7604814,06226077
"4264";"b22288a77";588481633,34;2815701,59492823;209;4000;4e+07;5012094,09947807;4494812,32430622;6201809,73004197
"4265";"X77deffdf0";7529278022,22;8440894,64374439;892;2000;1e+08;14807639,9771693;6297590,19961883;8709572,5282224
"4266";"X0895b9597";240146666,68;20012222,2233333;12;46000;1,4e+08;41491988,0145979;2783215,74;3110592,66407388
"4267";"X651124842";78764444;1875343,9047619;42;144000;20708000;3511175,29259939;4303801,53904762;6452941,80501384
"4268";"d66bbb5ed";568993146,04;5367859,86830189;106;1646;5e+07;12807832,9812468;5636803,95716981;8406907,69162338
"4269";"eea698cf2";637677458;16780985,7368421;38;20000;301312000;49892668,194372;4256137,58421053;7207456,77783761
"4270";"X85fe78c6c";937897554,56;2912725,3247205;322;272;42060000;4154183,61434813;5671491,24596273;7173254,4388811
"4271";"cb7ecfc41";62564499,98;1737902,77722222;36;40000;2e+07;3771869,14431856;1616101,85166667;3693712,55673488
"4272";"X4c427c13e";39180000;39180000;1;39180000;39180000;NA;38430000;NA
"4273";"X3a07a8939";6687860392;18223052,8392371;367;5078;516124000;38208930,1151829;4772475,97634877;6843633,66670447
"4274";"fc9d04cd7";1233857262;8064426,54901961;153;1560;1e+08;15560651,9384549;4131723,16535948;6206048,91397691
"4275";"e398df91e";68706000;17176500;4;6000;66700000;33018991,6411752;6916666,665;9056918,78099586
"4276";"c270cb02b";3496648500;14942942,3076923;234;2000;205756000;25168000,9391064;5766596,58649573;9718247,58758168
"4277";"X3fd2b9645";475371333,44;2094146,84334802;227;4000;4e+07;4021620,00586361;4663347,79339207;6335714,16913852
"4278";"X9d5c7cb94";2564921007,14;6969894,0411413;368;2000;6e+07;11411288,5797966;7395683,64701087;10040310,2730783
"4279";"df443d0ce";418578000;20928900;20;322000;7e+07;25349709,3472386;5424866,667;7746028,39110059
"4280";"e6c050854";1163805600;5387988,88888889;216;2000;110810000;10595882,1642507;4838065,09101852;6582242,12936572
"4281";"X7a5460b56";2110170000;54106923,0769231;39;20000;2e+08;58705247,4205199;7510193,93589744;8379717,3027485
"4282";"b719c867c";1191564604,02;2971482,80304239;401;808;1e+08;6464918,29451354;5664934,51975062;7171258,61660869
"4283";"X9108ee25c";376842038,68;2581109,8539726;146;511,12;14817410;2789932,85175043;5535795,87410959;6736982,88312425
"4284";"X890163e1a";164310666,7;1676639,45612245;98;14000;31292000;3483846,04725653;2910652,20244898;5046186,62945716
"4285";"eb0c32768";2e+07;2e+07;1;2e+07;2e+07;NA;1e+07;NA
"4286";"X0196d5172";450840844,68;3494890,26883721;129;10000;53800000;7589572,78463282;4980979,43488372;6783863,44260657
"4287";"X52a87bee1";44948000;7491333,33333333;6;3948000;1e+07;2360773,31962784;5200222,22333333;6156412,52851523
"4288";"X0fb0d19af";833083000;11107773,3333333;75;10000;6e+07;18126838,7463014;9940826,51013333;12408959,6047098
"4289";"faedddd5c";4486000;2243000;2;2086000;2400000;222031,529292576;6864000;4434973,73160203
"4290";"X91570fb11";3712388000;24423605,2631579;152;40000;373800000;45624152,027342;4626860,07381579;6703614,44063486
"4291";"c86c0565e";3672714000;14516656,1264822;253;4000;3,56e+08;38288091,0176276;6002037,62640316;8825024,84291145
"4292";"X809a511d0";460561660,7;4149204,15045045;111;12000;5e+07;10582199,5724918;3877878,71783784;6471287,86666052
"4293";"a3f2345bf";1659150099,94;4967515,26928144;334;2000;61200000;8698622,49672922;4549058,26197605;6623667,66909513
"4294";"X7610d0f28";1076106000;4678721,73913043;230;2000;110810000;9952552,73970322;3770658,68486957;4972123,73390616
"4295";"c00356999";820271999,98;3887545,0236019;211;2000;6e+07;7275028,79598979;5250184,1943128;6971606,89527374
"4296";"X9280f3d04";6759568320,8;9601659,54659091;704;2000;1,15e+08;18158080,1282929;5496585,15457386;8256631,17630894
"4297";"ca7ea80a3";1508480372,54;8873413,95611765;170;2200;1,1e+08;15632485,2585937;5455915,10811765;6989036,50625273
"4298";"X53102b93f";3864389994,5;7090623,84311927;545;4000;1,1e+08;12259736,9294792;4959922,4759633;7270429,5942782
"4299";"X93c1eecb4";129665666,76;1525478,43247059;85;38000;2e+07;3102672,36052348;2753559,69623529;6072220,57092423
"4300";"X7b672b310";1644703464,28;3755030,7403653;438;6000;5e+07;7719040,95599914;6370490,80305936;9586685,45201907
"4301";"X538df95cd";526788000;18813857,1428571;28;36000;1e+08;30557179,3488308;7774085,885;8153185,7047919
"4302";"X19543bce7";329987400;11785264,2857143;28;6000;153672000;34221273,5579213;3374964,28571429;5973455,14807675
"4303";"c5fa49de1";7758000;1551600;5;4000;5054000;2106870,85508343;2953360;2795529,15348776
"4304";"X66e323ce9";26458000;1058320;25;160000;5618000;1097534,15740316;3433256,5496;7483667,25751248
"4305";"bb37ae1db";1860000;1860000;1;1860000;1860000;NA;1440000;NA
"4306";"X7bde71e2f";296040870;9251277,1875;32;20000;69476000;16511170,4983707;5500087,499375;8422679,27184293
"4307";"c75604498";40400166,66;1616006,6664;25;28000;1e+07;2485287,13026722;2280999,9992;4280615,23584318
"4308";"ccd2ef877";177974000;8474952,38095238;21;20000;106420000;22737189,7790298;7273638,0952381;7459892,50636202
"4309";"X295408598";743904000;11444676,9230769;65;2000;8e+07;18722977,0278291;4197884,80830769;5091782,5405316
"4310";"X716e7d74d";1625982035,74;4712991,40794203;345;6000;4,8e+07;8073685,18265848;6976841,85066667;9947751,28928174
"4311";"c5e748f6a";166819000;7943761,9047619;21;3000;3,5e+07;11127790,7955926;3815457,14285714;4824735,23134394
"4312";"X072452760";1674216666,66;34167687,0746939;49;102000;1,6e+08;32707833,3682849;6268088,92122449;8165506,94234418
"4313";"X87380f99d";1400000;1400000;1;1400000;1400000;NA;30000;NA
"4314";"bf10af17e";140975916,68;1194711,15830508;118;2000;4,2e+07;4452817,12871676;2470048,19949153;3862410,57415988
"4315";"e926d89d3";32014000;2134266,66666667;15;70000;2e+07;5133275,74983163;4723196,392;7252706,76815822
"4316";"X36c3157a7";1e+06;1e+06;1;1e+06;1e+06;NA;58000;NA
"4317";"e234cdc9b";474828000;5335146,06741573;89;20000;61768000;10273683,8346934;4868069,33685393;5708944,83991047
"4318";"X71deb9468";392329876,04;3502945,32178571;112;4000;29725000;5515318,9789353;4731322,47625;6460973,78908561
"4319";"ae141696e";1544814026;9362509,24848485;165;10000;1,2e+08;15530869,7872178;4241224,7929697;6921878,40839425
"4320";"X05e427fe8";925719000;3809543,20987654;243;12000;6e+07;7376247,20718398;4331124,54156379;5796497,24030896
"4321";"X4377d117c";128160000;25632000;5;4000;8e+07;32397482,9886521;1160120;2044800,30125193
"4322";"c5a231d81";12132730924,76;7752543,72189137;1565;2000;319612000;15777982,3458925;5610856,01280511;8184166,42494615
"4323";"d2430cbe1";4006000;2003000;2;6000;4e+06;2824184,48405907;1e+06;0
"4324";"X736fce873";291591666,7;2580457,22743363;113;6000;8,5e+07;8596977,90039998;3487649,16371681;6368763,07504101
"4325";"X5fb9cabb1";451837833,46;1973090,97580786;229;2000;4e+07;4114993,88443177;4822002,25231441;6602340,71096257
"4326";"X7e3e026f8";1566303876,48;7677960,17882353;204;2200;1,12e+08;16936683,0449198;4983392,88627451;6844049,1128012
"4327";"a246962f5";32600000;10866666,6666667;3;4e+06;14800000;5967690,78734257;7021600;11243171,2465834
"4328";"X0d51722ca";6294115800;8238371,46596859;764;2000;333800000;17765812,016209;6836959,31115183;9053005,87098874
"4329";"b5c9b4e39";880530000;33866538,4615385;26;170000;1,4e+08;34609948,1030882;5010800;6233046,32677506
"4330";"X0761cbb48";861679516;9469005,67032967;91;1268;97418000;15211319,6629888;5274133,55538462;7478697,94760843
"4331";"b8c3205bf";1,25e+08;17857142,8571429;7;4e+06;5e+07;15920935,6030414;4872952,38285714;5665710,03360331
"4332";"X431e67099";1052860000;26321500;40;102000;1e+08;24163921,3344277;4417426,6665;6398090,85447433
"4333";"X03ab9c0ea";15008000;7504000;2;8000;1,5e+07;10600944,8635487;3030000;4200214,28024809
"4334";"e6efe84eb";395882901,34;3299024,17783333;120;6000;44848000;6654914,90685775;4940847,0095;6443783,78190542
"4335";"X13d6a844f";4097883533,26;12455573,0494225;329;2000;1,04e+08;22797303,8676163;5906495,77927052;8597819,58845259
"4336";"X3ac0589c3";1144140096;13303954,6046512;86;942;167600000;24646487,5462163;4522578,82790698;6097156,89852088
"4337";"d08c4204c";272055960;10076146,6666667;27;20000;85600000;20118682,4868774;5693087,16740741;6158090,1972883
"4338";"X49e68fdb9";1061188000;8770148,76033058;121;16000;1,3e+08;17755705,0402874;7311578,40247934;10351902,1395895
"4339";"X6984f4045";219051338;2639172,74698795;83;1496;23700000;4650788,46173092;3161828,94457831;5590135,95005093
"4340";"X79c8119ae";1386142666,66;27179267,9737255;51;2e+05;1e+08;24219586,1045514;4854965,73294118;7324280,97339022
"4341";"X760ef38f1";583662000;4025255,17241379;145;20000;6e+07;8257145,71327576;3107895,02662069;4410216,08645178
"4342";"X37a9ea8c6";101600000;16933333,3333333;6;9400000;4e+07;12720167,713779;6660111,11;5195878,37381675
"4343";"b379107b3";29632000;1139692,30769231;26;4000;4300000;883772,222656076;4295662,73846154;8722278,9631924
"4344";"bf2b3327b";84096666,68;10512083,335;8;70000;6,2e+07;20967859,5232116;4045916,6675;7501979,88792712
"4345";"X2b6f74f09";92236250;743840,725806452;124;4000;6e+06;1023595,51298129;2764125,66887097;5263894,97678537
"4346";"b0c0f5dae";1971962622;11531945,1578947;171;94;77432000;20234489,3987259;4421565,91953216;6082809,25424997
"4347";"e176a204a";11406438179,04;7430904,35116612;1535;2000;319612000;15303163,3497834;5813546,53494463;8336938,05675611
"4348";"f49ff3269";1185003380;8286736,92307692;143;10000;81200000;12077595,1609762;4550705,7634965;7522482,88311862
"4349";"X1702b5bf0";11092059015,2;7394706,01013333;1500;2000;111791333,34;12780309,8252033;6078185,33092;8673525,23921595
"4350";"X457bd191d";880811056;5033206,03428571;175;398;75140000;8760510,00349942;5061704,98594286;7016928,56684419
"4351";"X991bca4be";466989000;7184446,15384615;65;10000;5e+07;12924856,0364695;7867589,48307692;11455782,2243624
"4352";"f23b7530c";127184370,66;1791329,16422535;71;8186,66;1,4e+07;3091295,6857747;4434434,61380282;7935528,16315237
"4353";"X7106396d7";267183800;3816911,42857143;70;12000;8,6e+07;10465308,6588956;3860497,198;5823565,31241282
"4354";"f7d9dadeb";157418000;26236333,3333333;6;4000;9e+07;41131712,8146479;10586333,3333333;11271215,846867
"4355";"ef1e1fac8";2086676438;5764299,55248619;362;2000;1,04e+08;11297652,2960948;4298174,72828729;6165128,75315933
"4356";"X32138f717";39682000;1368344,82758621;29;160000;9e+06;1758931,17456235;2689947,85172414;4260117,05273177
"4357";"X1c779c188";16800000;16800000;1;16800000;16800000;NA;1866666,66;NA
"4358";"X05b0f3e9a";1041390159,9;3285142,46025237;317;1503;6e+07;5305125,97845199;5564170,73880126;6971380,10901222
"4359";"d4cc42c3d";13093852000;22891349,6503497;572;4000;860660000;59177214,2397774;6660471,42332168;9351733,88962622
"4360";"X94c182798";165840000;15076363,6363636;11;190000;4,5e+07;12867923,1212556;6472818,18181818;11007841,2490205
"4361";"X75b846f12";133278644;5126101,69230769;26;1e+05;27216000;7028911,8896178;4237832,26461538;5686369,89334625
"4362";"X1bf6240eb";2518907499,98;11047839,912193;228;2000;2e+08;20916703,1107896;5106806,9427193;7360326,36646084
"4363";"cdc36a26a";2722367833,32;11535456,9208475;236;2000;2e+08;23687818,8881762;5203690,22559322;7312261,01470823
"4364";"X9ad654461";826588550;4949632,03592814;167;1568;6e+07;7521096,66596141;4922360,75185629;6606285,59009866
"4365";"X8045561f7";176970800;3611648,97959184;49;4800;106420000;15134416,7833083;4430345,12489796;5438702,07277719
"4366";"X78edb3f13";3264723321,58;21910894,7757047;149;1651,58;302600000;37104466,8409285;5367019,37516779;7673042,50182556
"4367";"b70d43816";6640000;2213333,33333333;3;240000;6e+06;3280325,18713211;5028888,88666667;7782619,76479119
"4368";"af06d341e";83806000;7618727,27272727;11;8000;2e+07;7817169,11792126;3182454,54545455;5705266,22277412
"4369";"b34eff664";22820000;5705000;4;20000;19600000;9293228,71772776;3525000;2552613,04026547
"4370";"e209569b2";500767666,76;2177250,72504348;230;4000;4e+07;4320159,37580019;4964674,5066087;5976738,01534419
"4371";"X1fe02bc17";2634739833,32;13867051,7543158;190;8000;1,5e+08;22977535,3414777;4819640,68652632;7120517,61600947
"4372";"e1ccfad87";800556992;28591321,1428571;28;7742;530400000;100741823,191038;8330174,675;10137423,9426111
"4373";"X699712087";1572336525,32;4721731,30726727;333;2000;6e+07;8052177,61467302;4012479,71555556;5491173,14127141
"4374";"X78865d76b";327712000;46816000;7;4000;2e+08;73877246,2580101;9766428,57142857;13369825,0781021
"4375";"X04be96845";705709234,66;6474396,64825688;109;20000;6,9e+07;11662536,1787884;5052111,61889908;6872499,68012221
"4376";"X67102168f";1081291126;6843614,72151899;158;7558;74080000;9491764,41415571;4441144,26607595;6744686,12947838
"4377";"a1cd7b681";3465627069,72;7250265,83623431;478;2000;2e+08;16192939,457827;5773670,61288703;8143453,00287311
"4378";"X60307ab41";2254488462,64;7720850,89945205;292;85;1,06e+08;11497559,2052641;5118890,02589041;6546602,1183912
"4379";"feeb05b3f";4760174866,6;13678663,4097701;348;2000;1e+08;23672926,9407995;5955518,06885058;8856380,18623308
"4380";"X04a22f489";1433500745,46;7389179,10030928;194;614;1,12e+08;15042782,102807;5047982,26350515;6071739,74584828
"4381";"a0b0a7dbf";503269069,12;4193908,90933333;120;1256;5e+07;6599521,81585194;5623840,36966667;6604656,70471054
"4382";"e0ceabad4";41126000;1111513,51351351;37;252000;5618000;822873,205489347;2862442,60972973;5841119,55065427
"4383";"X5c0df6ac5";142070249,98;1084505,72503817;131;2000;4,2e+07;3768685,62728292;3037613,85847328;6104054,5525095
"4384";"c122fd0b9";100404000;25101000;4;2e+06;8e+07;36887045,6574301;6368000;9147745,51460632
"4385";"X58d9f565a";699206406,66;4289609,85680982;163;4000;4e+07;5032975,7471207;4858494,88503067;5838048,12191547
"4386";"e7eac13e0";215975504;30853643,4285714;7;4e+05;145080000;54143785,6355526;12615857,1428571;17783446,9514825
"4387";"a6f5de07f";345770000;7056530,6122449;49;40000;1e+08;18411851,4765875;4799009,51591837;6706407,75997997
"4388";"X63688d3df";1730570000;42209024,3902439;41;170000;1e+08;23831132,7390116;5943135,42439024;9646889,83635027
"4389";"X533e43257";139888000;11657333,3333333;12;102000;5e+07;14360506,2542651;5803743,92833333;12096899,3158123
"4390";"X7385f8997";25644000;5128800;5;44000;14800000;5749760,62110415;9103000;12810186,7277569
"4391";"X1906a5c7e";964884952,4;5390418,72849162;179;472,68;58800000;7778920,8192698;5198890,78659218;7418432,79209309
"4392";"X4302b67ec";1311431131,9;3891487,03827893;337;212;1e+08;8091427,64585588;5468699,79014837;6910134,58736244
"4393";"c05e7f369";183926000;6812074,07407407;27;4000;3,5e+07;10455160,5436886;4954682,54;6272778,44419014
"4394";"X22abeffb6";4817175588,82;14686510,9415244;328;2000;1e+08;24111916,8440588;6155735,73908537;9038972,51345792
"4395";"X29181e29a";2251645859,1;6802555,46555891;331;1019;93600000;14162526,6189935;5362756,79987915;7119828,48042371
"4396";"f66191951";17842000;4460500;4;3e+05;8146000;3264959,97933614;4533150;5150961,14882132
"4397";"X73a8a4d75";256256000;10677333,3333333;24;10000;1,2e+08;26319115,5703568;8441391,5675;9483670,92853694
"4398";"a09a238d0";7496883396,98;8395166,17802912;893;4000;72200000;14132799,0872174;6436695,11556551;8970121,71241305
"4399";"b33e83cdc";290267214,34;2568736,4100885;113;20000;34285714,28;5551888,21765466;3709721,46230089;6270412,01121619
"4400";"X9fb38aabe";1732156454;10692323,7901235;162;10000;1,8e+08;21059145,065258;4679368,46209877;7959233,5243592
"4401";"X5a6a1ec1a";2434056000;13373934,0659341;182;2000;190600000;27949254,722687;5900543,97340659;7754147,02972749
"4402";"X925728b1c";2086000;2086000;1;2086000;2086000;NA;3560000;NA
"4403";"X1f26f0f73";163320000;27220000;6;6e+05;7e+07;29480597,0088803;1931277,77666667;3368851,46575732
"4404";"X2f93e3c96";32040000;10680000;3;2000;3,2e+07;18463670,3826731;1434000;2138005,6127148
"4405";"a48a740ef";718754000;21139823,5294118;34;36000;1,26e+08;31840106,6480917;4513830,11235294;6232129,26709513
"4406";"X8d12d44e1";1133348000;7083425;160;4000;4,5e+07;13704401,3668795;8585309,4265;11132679,0427034
"4407";"X5d52b2d2b";29128666,68;4161238,09714286;7;30000;1,2e+07;4385556,0978442;887251,08;1088174,91068993
"4408";"ee9e70298";863652000;12516695,6521739;69;1e+05;111514000;23819510,2108633;4182046,36724638;4457984,95975967
"4409";"b8f039d1c";69112000;9873142,85714286;7;3e+05;2e+07;8141516,96406698;8820628,57142857;7463990,29333825
"4410";"X2ab9356a0";5282929039,22;16305336,5408025;324;368;516124000;37422505,0979627;5053303,31055556;7279611,2036785
"4411";"X3e3822506";3426000;571000;6;2e+05;2e+06;701431,393651582;1315076,92333333;1441121,67998375
"4412";"X21bd61954";2794642608,62;8679014,31248447;322;1076;1e+08;15901968,0202391;5432496,66335404;7252189,96379901
"4413";"X097836097";1357767503,28;4602601,7060339;295;6000;68640000;8573204,64650145;4094198,88305085;6180386,57766981
"4414";"X28690ae0d";124818000;17831142,8571429;7;4000;6,7e+07;26020096,4860405;7456095,23714286;12902918,3979061
"4415";"X46b02f955";430042000;18697478,2608696;23;40000;153672000;39758159,7901265;7273057,97043478;8509868,37927671
"4416";"X6bb4be4f2";25502666,66;1342245,61368421;19;43000;1e+07;2530354,5350484;596824,561052632;971749,816581437
"4417";"f23c83554";2000;2000;1;2000;2000;NA;278000;NA
"4418";"ea4046b8d";8536395067,6;10888259,0147959;784;2000;1,04e+08;20290149,1447776;5371198,8275;7967713,62976365
"4419";"e5b2d137a";5929449224;16797306,5835694;353;510;516124000;36489907,4485121;4973197,18611898;7234533,044474
"4420";"X923a0c4bc";150546000;3010920;50;4000;4e+07;6719184,0395047;4654685,4684;7041535,28480738
"4421";"b4cd81ecd";490450000;54494444,4444444;9;10450000;1e+08;28684495,4248419;2305518,51777778;4896103,97052403
"4422";"X05d95861b";4486000;2243000;2;2086000;2400000;222031,529292576;2943166,67;1333839,09629227
"4423";"X05f99c615";5812000;1453000;4;12000;5e+06;2377345,01773161;241000;228043,855431362
"4424";"f1851d155";1653604011,92;4711122,54108262;351;2000;5e+07;8371044,90698391;7311240,26837607;10189178,8836972
"4425";"X8618bc1fd";3723873768,08;5676636,84158537;656;2000;1e+08;10070923,1508937;5445325,34432927;7497256,82652682
"4426";"X06be6c2bb";2228763068;7075438,31111111;315;96;93600000;12106843,229054;5457241,6135873;7066406,58345822
"4427";"X0892b3439";168360666,66;1634569,5792233;103;22000;1,9e+07;2828868,1402913;2804360,06815534;5531789,16859144
"4428";"X70d96c477";123420000;41140000;3;14800000;59820000;23467142,9875901;11148333,3333333;8098889,32714439
"4429";"X2c5819699";4,7e+07;15666666,6666667;3;3600000;3e+07;13345161,4202801;10133333,3333333;9800680,24849976
"4430";"X077c3511c";3,4e+07;11333333,3333333;3;4e+06;1,6e+07;6429100,50732864;1827333,33333333;1448599,78369919
"4431";"a8dd5cea5";1620033797,6;3811844,22964706;425;8000;5e+07;7578257,85747812;6687661,15105882;9692833,78227297
"4432";"X9e2040e5b";150251916,66;1155783,97430769;130;8000;22846000;2641633,07982625;2559631,30861538;4882299,48429655
"4433";"X96b66294d";2384347773,78;8515527,7635;280;192;1,06e+08;13417690,9871519;5427049,88642857;7706473,04640964
"4434";"d58172aef";2879338000;16267446,3276836;177;2000;214400000;35960910,5764462;5742765,49740113;7782215,36247943
"4435";"X3fa6c395f";310930000;11958846,1538462;26;22000;1,2e+08;26202230,7335728;8662371,97769231;10247535,3567329
"4436";"ff96b95eb";68170333,32;1842441,44108108;37;43000;2e+07;3959789,93335264;874042,642702703;1431651,64608936
"4437";"X609784003";144190000;11091538,4615385;13;190000;3e+07;8003890,5603815;4203626,37384615;7352300,37945412
"4438";"X0cad4d7af";236729500;2818208,33333333;84;12000;8e+07;9266677,93543546;4389255,71190476;6432239,77179529
"4439";"X27998d0f4";1407742150,4;7953345,48248588;177;2870;1,1e+08;15555407,7064925;5290702,18011299;6888976,7356868
"4440";"f13fa756f";1,6e+07;1,6e+07;1;1,6e+07;1,6e+07;NA;9270000;NA
"4441";"acff85649";986209580,44;2651101,02268817;372;293;4e+07;3642002,63447784;5745750,25026882;7569045,98003086
"4442";"de5e5b296";245475680;3719328,48484848;66;8000;6,4e+07;8243382,75726551;3904995,7730303;5697507,66050762
"4443";"a5565ec7d";57968000;1610222,22222222;36;2000;1,4e+07;2853061,38445917;3084159,11222222;3930841,1004975
"4444";"X320931ca8";3095816000;17894890,1734104;173;8000;139600000;25908531,7261126;6013720,76947977;7541981,88927501
"4445";"X965fa6747";205310000;5402894,73684211;38;68000;45600000;10438097,0068186;4338713,91052632;6461170,68660836
"4446";"X40f1d0084";32002000;16001000;2;2000;3,2e+07;22626002,7844071;5280000;7382194,79558756
"4447";"X9c1d27a5c";22980000;5745000;4;180000;19600000;9260890,88587054;1795000;1755780,92786847
"4448";"a89ab46bb";608060764,66;4713649,33844961;129;16000;5e+07;7818828,09154698;6108843,20666667;7900241,70363427
"4449";"X1a82869a6";250197333,32;2553034,01346939;98;2000;8e+07;8947161,21319855;5188514,34204082;9118909,42587762
"4450";"X34b2a678e";1017690038;4711527,9537037;216;2000;110810000;10466111,4964382;4661001,38314815;6401909,62784249
"4451";"f3ee6ba3c";1111818000;13395397,5903614;83;10000;1,62e+08;25908086,1089313;8422400,40481928;11592167,793905
"4452";"b6623bacf";2035610000;52195128,2051282;39;20000;2e+08;42268673,1000753;5233794,87179487;6417206,70880441
"4453";"X38a5a3497";24220000;4844000;5;6e+05;10400000;4916470,27856368;5246240;3706133,6576006
"4454";"X555265925";859712992;4723697,75824176;182;1568;6e+07;7028385,66615935;4819647,27846154;5877033,44128502
"4455";"bca395b73";4792684000;25224652,6315789;190;4000;309200000;44222727,8365692;7846557,97421053;10740646,1446321
"4456";"e50c9692b";1883183630;11209426,3690476;168;1600;1e+08;20824225,2413194;4709324,7775;6073044,21875632
"4457";"X640a36efb";28018000;1037703,7037037;27;70000;4300000;824342,853187398;1868743,13111111;2437645,38112923
"4458";"X1f8415d03";3683322000;20462900;180;8000;8,3e+08;70051806,9164394;7173768,62833333;9383107,13477637
"4459";"X190db8488";11463815151,04;7502496,82659686;1528;2000;319612000;15374345,519676;5772215,50197644;8468935,10357705
"4460";"e8468d000";246778928,66;4486889,612;55;400;4e+07;9142650,98771762;4959788,47745455;7262644,71054608
"4461";"X6a2ed0e6c";32002000;16001000;2;2000;3,2e+07;22626002,7844071;10017500;14117386,8863894
"4462";"f14b57b8f";2628882352,4;7447258,78866856;353;8000;6e+07;12714362,9397981;7433671,23490085;9604351,15412487
"4463";"X95aea9233";2270195107,12;6376952,54808989;356;6000;9,1e+07;13047873,6367404;6829938,23275281;9404132,54151468
"4464";"X692c44993";13375108000;23630932,8621908;566;4000;860660000;61398347,7702729;6564058,50607774;9235144,87250495
"4465";"ca4eab5c5";195394666,68;1860901,58742857;105;22000;31292000;4362622,66447922;3586188,61104762;6414247,80192166
"4466";"X30609ee5b";1046348000;33753161,2903226;31;2e+05;1,25e+08;32796224,1273175;6436972,04322581;7579825,18043452
"4467";"b74ef4294";126568000;4364413,79310345;29;8000;5e+07;11437429,2988205;8584219,62896552;10588952,1689869
"4468";"X1ecddbaa0";859844000;6369214,81481481;135;18000;92600000;13407979,6180702;4303556,92014815;6477230,19597392
"4469";"X903749e8a";594024006;7071714,35714286;84;1690;6e+07;12396466,465035;4698536,44619048;6219783,91505618
"4470";"da7f4b066";2477984000;14838227,5449102;167;2000;214400000;33294136,4434367;6329868,45652695;8663357,13810395
"4471";"X4adae02ea";1216294666,66;43439095,2378571;28;20000;1,6e+08;38710241,6881641;5372573,97928571;4271363,43161798
"4472";"X92f32943a";122723000;8765928,57142857;14;3000;3,5e+07;11553579,3885191;9446922,84428571;10905596,5162561
"4473";"X73eeb092f";108758666,68;8366051,28307692;13;70000;6,2e+07;16669498,5535155;11103097,4353846;10913262,9920598
"4474";"a05f1bb14";51792000;2071680;25;40000;3e+07;5851771,91626605;1866681,62;3938615,70323808
"4475";"X5edd220bc";4285474000;24075696,6292135;178;4000;309200000;43359511,0634202;7475904,38741573;10741070,3551471
"4476";"X842415efb";891224454,82;6146375,55048276;145;1538;1e+08;12420689,453979;4896885,36234483;7005171,87600523
"4477";"X555f18bd3";1726626445,26;5329093,96685185;324;2000;4,8e+07;8633531,2083911;7902726,22580247;10773017,9225168
"4478";"X04b88be38";3635808135,6;6172849,12665535;589;2000;1,3e+08;12077605,5071258;4947642,96006791;6597821,28099052
"4479";"c189dc362";106706000;35568666,6666667;3;6000;66700000;33567096,1707046;4356000;6636279,68066446
"4480";"X6d0d72180";148321333,32;1561277,19284211;95;2000;2e+07;3184895,68721079;5270929,18968421;9124179,17936223
